,checking_status,duration,credit_history,purpose,credit_amount,savings_status,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,class
159,no checking,6.0,critical/order existing credit,radio/tv,1898.0,no known savings,1<=X<4,1.0,male single,none,2.0,real estate,34.0,stores,own,2.0,unskilled resident,2.0,none,yes,good
160,no checking,24.0,critical/order existing credit,radio/tv,2872.0,100<=X<500,>=7,3.0,male single,none,4.0,real estate,36.0,stores,own,1.0,skilled,2.0,yes,yes,good
161,no checking,18.0,critical/order existing credit,new car,1055.0,<100,<1,4.0,female div/dep/mar,none,1.0,life insurance,30.0,stores,own,2.0,skilled,1.0,none,yes,good
162,no checking,15.0,existing paid,domestic appliance,1262.0,500<=X<10000,4<=X<7,4.0,male single,none,3.0,life insurance,36.0,stores,own,2.0,skilled,1.0,yes,yes,good
163,0<=X<200,10.0,existing paid,new car,7308.0,<100,unemployed,2.0,male single,none,4.0,no known property,70.0,bank,for free,1.0,high qualif/self emp/mgmt,1.0,yes,yes,good
164,no checking,36.0,existing paid,new car,909.0,500<=X<10000,>=7,4.0,male single,none,4.0,life insurance,36.0,stores,own,1.0,skilled,1.0,none,yes,good
165,no checking,6.0,existing paid,furniture/equipment,2978.0,500<=X<10000,1<=X<4,1.0,male single,none,2.0,car,32.0,stores,own,1.0,skilled,1.0,yes,yes,good
166,<0,18.0,existing paid,furniture/equipment,1131.0,<100,unemployed,4.0,female div/dep/mar,none,2.0,car,33.0,stores,own,1.0,skilled,1.0,none,yes,bad
167,0<=X<200,11.0,existing paid,furniture/equipment,1577.0,>=1000,<1,4.0,female div/dep/mar,none,1.0,real estate,20.0,stores,own,1.0,skilled,1.0,none,yes,good
168,no checking,24.0,existing paid,furniture/equipment,3972.0,<100,4<=X<7,2.0,female div/dep/mar,none,4.0,life insurance,25.0,stores,rent,1.0,skilled,1.0,yes,yes,good
169,0<=X<200,24.0,critical/order existing credit,business,1935.0,<100,>=7,4.0,male div/sep,none,4.0,real estate,31.0,stores,own,2.0,skilled,1.0,yes,yes,bad
170,<0,15.0,no credits/all paid,new car,950.0,<100,>=7,4.0,male single,none,3.0,car,33.0,stores,rent,2.0,skilled,2.0,none,yes,bad
171,no checking,12.0,existing paid,furniture/equipment,763.0,<100,1<=X<4,4.0,female div/dep/mar,none,1.0,real estate,26.0,stores,own,1.0,skilled,1.0,yes,yes,good
172,0<=X<200,24.0,delayed previously,furniture/equipment,2064.0,<100,unemployed,3.0,female div/dep/mar,none,2.0,life insurance,34.0,stores,own,1.0,high qualif/self emp/mgmt,1.0,yes,yes,bad
173,0<=X<200,8.0,existing paid,radio/tv,1414.0,<100,1<=X<4,4.0,male single,guarantor,2.0,real estate,33.0,stores,own,1.0,skilled,1.0,none,no,good
174,<0,21.0,delayed previously,education,3414.0,<100,<1,2.0,male single,none,1.0,life insurance,26.0,stores,own,2.0,skilled,1.0,none,yes,bad
175,no checking,30.0,all paid,used car,7485.0,no known savings,unemployed,4.0,female div/dep/mar,none,1.0,real estate,53.0,bank,own,1.0,high qualif/self emp/mgmt,1.0,yes,yes,bad
176,<0,12.0,existing paid,furniture/equipment,2577.0,<100,1<=X<4,2.0,male div/sep,none,1.0,car,42.0,stores,own,1.0,skilled,1.0,none,yes,good
177,<0,6.0,critical/order existing credit,radio/tv,338.0,500<=X<10000,>=7,4.0,male single,none,4.0,car,52.0,stores,own,2.0,skilled,1.0,none,yes,good
178,no checking,12.0,existing paid,radio/tv,1963.0,<100,4<=X<7,4.0,male single,none,2.0,car,31.0,stores,rent,2.0,high qualif/self emp/mgmt,2.0,yes,yes,good
179,<0,21.0,critical/order existing credit,new car,571.0,<100,>=7,4.0,male single,none,4.0,real estate,65.0,stores,own,2.0,skilled,1.0,none,yes,good
180,no checking,36.0,delayed previously,business,9572.0,<100,<1,1.0,male div/sep,none,1.0,car,28.0,stores,own,2.0,skilled,1.0,none,yes,bad
181,0<=X<200,36.0,delayed previously,business,4455.0,<100,1<=X<4,2.0,male div/sep,none,2.0,real estate,30.0,,own,2.0,high qualif/self emp/mgmt,1.0,yes,yes,bad
182,<0,21.0,all paid,new car,1647.0,no known savings,1<=X<4,4.0,male single,none,2.0,life insurance,40.0,stores,own,2.0,unskilled resident,2.0,none,yes,bad
183,no checking,24.0,critical/order existing credit,furniture/equipment,3777.0,>=1000,1<=X<4,4.0,male single,none,4.0,real estate,50.0,stores,own,1.0,skilled,1.0,yes,yes,good
184,0<=X<200,18.0,critical/order existing credit,new car,884.0,<100,>=7,4.0,male single,none,4.0,car,36.0,bank,own,1.0,skilled,2.0,yes,yes,bad
185,no checking,15.0,critical/order existing credit,radio/tv,1360.0,<100,1<=X<4,4.0,male single,none,2.0,life insurance,31.0,stores,own,2.0,skilled,1.0,none,yes,good
186,0<=X<200,9.0,all paid,used car,5129.0,<100,>=7,2.0,female div/dep/mar,none,4.0,no known property,74.0,bank,for free,1.0,high qualif/self emp/mgmt,2.0,yes,yes,bad
187,0<=X<200,16.0,critical/order existing credit,new car,1175.0,<100,unemployed,2.0,male single,none,3.0,car,68.0,stores,for free,3.0,unemp/unskilled non res,1.0,yes,yes,good
188,<0,12.0,existing paid,radio/tv,674.0,100<=X<500,4<=X<7,4.0,male mar/wid,none,1.0,life insurance,20.0,stores,own,1.0,skilled,1.0,none,yes,bad
189,0<=X<200,18.0,no credits/all paid,furniture/equipment,3244.0,<100,1<=X<4,1.0,female div/dep/mar,none,4.0,car,33.0,bank,own,2.0,skilled,1.0,yes,yes,good
190,no checking,24.0,existing paid,business,4591.0,>=1000,1<=X<4,2.0,male single,none,3.0,life insurance,54.0,stores,own,3.0,high qualif/self emp/mgmt,1.0,yes,yes,bad
191,0<=X<200,48.0,no credits/all paid,business,3844.0,100<=X<500,4<=X<7,4.0,male single,none,4.0,no known property,34.0,stores,for free,1.0,unskilled resident,2.0,none,yes,bad
192,0<=X<200,27.0,existing paid,business,3915.0,<100,1<=X<4,4.0,male single,none,2.0,car,36.0,stores,own,1.0,skilled,2.0,yes,yes,bad
193,no checking,6.0,existing paid,radio/tv,2108.0,<100,4<=X<7,2.0,male mar/wid,none,2.0,real estate,29.0,stores,rent,1.0,skilled,1.0,none,yes,good
194,0<=X<200,45.0,existing paid,radio/tv,3031.0,100<=X<500,1<=X<4,4.0,male single,guarantor,4.0,life insurance,21.0,stores,rent,1.0,skilled,1.0,none,yes,bad
195,0<=X<200,9.0,critical/order existing credit,education,1501.0,<100,>=7,2.0,female div/dep/mar,none,3.0,car,34.0,stores,own,2.0,high qualif/self emp/mgmt,1.0,yes,yes,bad
196,no checking,6.0,critical/order existing credit,radio/tv,1382.0,<100,1<=X<4,1.0,female div/dep/mar,none,1.0,car,28.0,stores,own,2.0,skilled,1.0,yes,yes,good
197,0<=X<200,12.0,existing paid,furniture/equipment,951.0,100<=X<500,<1,4.0,female div/dep/mar,none,4.0,car,27.0,bank,rent,4.0,skilled,1.0,none,yes,bad
198,0<=X<200,24.0,existing paid,used car,2760.0,no known savings,>=7,4.0,male single,none,4.0,no known property,36.0,bank,for free,1.0,skilled,1.0,yes,yes,good
199,0<=X<200,18.0,delayed previously,furniture/equipment,4297.0,<100,>=7,4.0,male div/sep,none,3.0,no known property,40.0,stores,own,1.0,high qualif/self emp/mgmt,1.0,yes,yes,bad
200,no checking,9.0,critical/order existing credit,education,936.0,500<=X<10000,>=7,4.0,male single,none,2.0,car,52.0,stores,own,2.0,skilled,1.0,yes,yes,good
201,<0,12.0,existing paid,new car,1168.0,<100,1<=X<4,4.0,male mar/wid,none,3.0,real estate,27.0,stores,own,1.0,unskilled resident,1.0,none,yes,good
202,no checking,27.0,delayed previously,business,5117.0,<100,4<=X<7,3.0,male single,none,4.0,car,26.0,stores,own,2.0,skilled,1.0,none,yes,good
203,<0,12.0,existing paid,retraining,902.0,<100,4<=X<7,4.0,male mar/wid,none,4.0,life insurance,21.0,stores,rent,1.0,skilled,1.0,none,yes,bad
204,no checking,12.0,critical/order existing credit,new car,1495.0,<100,>=7,4.0,male single,none,1.0,real estate,38.0,stores,own,2.0,unskilled resident,2.0,none,yes,good
205,<0,30.0,critical/order existing credit,used car,10623.0,<100,>=7,3.0,male single,none,4.0,no known property,38.0,stores,for free,3.0,high qualif/self emp/mgmt,2.0,yes,yes,good
206,no checking,12.0,critical/order existing credit,furniture/equipment,1935.0,<100,>=7,4.0,male single,none,4.0,real estate,43.0,stores,own,3.0,skilled,1.0,yes,yes,good
207,0<=X<200,12.0,critical/order existing credit,domestic appliance,1424.0,<100,4<=X<7,4.0,male single,none,3.0,life insurance,26.0,stores,own,1.0,skilled,1.0,none,yes,good
208,<0,24.0,existing paid,business,6568.0,<100,1<=X<4,2.0,male mar/wid,none,2.0,car,21.0,,own,1.0,unskilled resident,1.0,none,yes,good
209,no checking,12.0,existing paid,used car,1413.0,>=1000,4<=X<7,3.0,male single,none,2.0,life insurance,55.0,stores,own,1.0,skilled,1.0,none,no,good
210,no checking,9.0,critical/order existing credit,radio/tv,3074.0,no known savings,1<=X<4,1.0,male single,none,2.0,real estate,33.0,stores,own,2.0,skilled,2.0,none,yes,good
211,no checking,36.0,existing paid,radio/tv,3835.0,no known savings,>=7,2.0,female div/dep/mar,none,4.0,real estate,45.0,stores,own,1.0,unskilled resident,1.0,yes,yes,good
212,<0,27.0,no credits/all paid,business,5293.0,<100,unemployed,2.0,male single,none,4.0,life insurance,50.0,,own,2.0,skilled,1.0,yes,yes,bad
213,>=200,30.0,delayed previously,business,1908.0,<100,>=7,4.0,male single,none,4.0,real estate,66.0,stores,own,1.0,high qualif/self emp/mgmt,1.0,yes,yes,bad
214,no checking,36.0,critical/order existing credit,radio/tv,3342.0,no known savings,>=7,4.0,male single,none,2.0,car,51.0,stores,own,1.0,skilled,1.0,yes,yes,good
215,0<=X<200,6.0,critical/order existing credit,retraining,932.0,no known savings,4<=X<7,1.0,female div/dep/mar,none,3.0,life insurance,39.0,stores,own,2.0,unskilled resident,1.0,none,yes,good
216,<0,18.0,no credits/all paid,business,3104.0,<100,4<=X<7,3.0,male single,none,1.0,life insurance,31.0,bank,own,1.0,skilled,1.0,yes,yes,good
217,>=200,36.0,existing paid,radio/tv,3913.0,<100,1<=X<4,2.0,male single,none,2.0,real estate,23.0,stores,own,1.0,skilled,1.0,yes,yes,good
218,<0,24.0,existing paid,furniture/equipment,3021.0,<100,1<=X<4,2.0,male div/sep,none,2.0,real estate,24.0,stores,rent,1.0,unskilled resident,1.0,none,yes,good
219,no checking,10.0,existing paid,new car,1364.0,<100,1<=X<4,2.0,female div/dep/mar,none,4.0,car,64.0,stores,own,1.0,skilled,1.0,yes,yes,good
220,0<=X<200,12.0,existing paid,radio/tv,625.0,<100,<1,4.0,male mar/wid,guarantor,1.0,real estate,26.0,bank,own,1.0,unskilled resident,1.0,none,yes,good
221,<0,12.0,existing paid,education,1200.0,no known savings,1<=X<4,4.0,female div/dep/mar,none,4.0,life insurance,23.0,bank,rent,1.0,skilled,1.0,yes,yes,good
222,no checking,12.0,existing paid,radio/tv,707.0,<100,1<=X<4,4.0,male single,none,2.0,real estate,30.0,bank,own,2.0,skilled,1.0,none,yes,good
223,no checking,24.0,delayed previously,business,2978.0,no known savings,1<=X<4,4.0,male single,none,4.0,real estate,32.0,stores,own,2.0,skilled,2.0,yes,yes,good
224,no checking,15.0,existing paid,used car,4657.0,<100,1<=X<4,3.0,male single,none,2.0,car,30.0,stores,own,1.0,skilled,1.0,yes,yes,good
225,no checking,36.0,no credits/all paid,repairs,2613.0,<100,1<=X<4,4.0,male single,none,2.0,car,27.0,stores,own,2.0,skilled,1.0,none,yes,good
226,0<=X<200,48.0,existing paid,radio/tv,10961.0,>=1000,4<=X<7,1.0,male single,co applicant,2.0,no known property,27.0,bank,own,2.0,skilled,1.0,yes,yes,bad
227,<0,12.0,existing paid,furniture/equipment,7865.0,<100,>=7,4.0,male single,none,4.0,no known property,53.0,stores,for free,1.0,high qualif/self emp/mgmt,1.0,yes,yes,bad
228,no checking,9.0,existing paid,radio/tv,1478.0,<100,4<=X<7,4.0,male single,none,2.0,car,22.0,stores,own,1.0,skilled,1.0,none,yes,bad
229,<0,24.0,existing paid,furniture/equipment,3149.0,<100,<1,4.0,male single,none,1.0,no known property,22.0,bank,for free,1.0,skilled,1.0,none,yes,good
230,>=200,36.0,existing paid,radio/tv,4210.0,<100,1<=X<4,4.0,male single,none,2.0,car,26.0,stores,own,1.0,skilled,1.0,none,yes,bad
231,no checking,9.0,existing paid,new car,2507.0,500<=X<10000,>=7,2.0,male single,none,4.0,no known property,51.0,stores,for free,1.0,unskilled resident,1.0,none,yes,good
232,no checking,12.0,existing paid,radio/tv,2141.0,100<=X<500,4<=X<7,3.0,male single,none,1.0,no known property,35.0,stores,own,1.0,skilled,1.0,none,yes,good
233,0<=X<200,18.0,existing paid,radio/tv,866.0,<100,1<=X<4,4.0,male mar/wid,guarantor,2.0,real estate,25.0,stores,own,1.0,unskilled resident,1.0,none,yes,good
234,no checking,4.0,critical/order existing credit,radio/tv,1544.0,<100,4<=X<7,2.0,male single,none,1.0,real estate,42.0,stores,own,3.0,unskilled resident,2.0,none,yes,good
235,<0,24.0,existing paid,radio/tv,1823.0,<100,unemployed,4.0,male single,none,2.0,car,30.0,,own,1.0,high qualif/self emp/mgmt,2.0,none,yes,bad
236,0<=X<200,6.0,existing paid,new car,14555.0,no known savings,unemployed,1.0,male single,none,2.0,life insurance,23.0,stores,own,1.0,unemp/unskilled non res,1.0,yes,yes,bad
237,0<=X<200,21.0,existing paid,business,2767.0,100<=X<500,>=7,4.0,male div/sep,none,2.0,car,61.0,bank,rent,2.0,unskilled resident,1.0,none,yes,bad
238,no checking,12.0,critical/order existing credit,radio/tv,1291.0,<100,1<=X<4,4.0,female div/dep/mar,none,2.0,life insurance,35.0,stores,own,2.0,skilled,1.0,none,yes,good
239,<0,30.0,existing paid,radio/tv,2522.0,<100,>=7,1.0,male single,guarantor,3.0,life insurance,39.0,stores,own,1.0,skilled,2.0,none,yes,good
240,<0,24.0,existing paid,new car,915.0,no known savings,>=7,4.0,female div/dep/mar,none,2.0,car,29.0,bank,own,1.0,skilled,1.0,none,yes,bad
241,no checking,6.0,existing paid,radio/tv,1595.0,<100,4<=X<7,3.0,male single,none,2.0,life insurance,51.0,stores,own,1.0,skilled,2.0,none,yes,good
242,<0,48.0,no credits/all paid,used car,4605.0,<100,>=7,3.0,male single,none,4.0,no known property,24.0,stores,for free,2.0,skilled,2.0,none,yes,bad
243,no checking,12.0,critical/order existing credit,business,1185.0,<100,1<=X<4,3.0,female div/dep/mar,none,2.0,real estate,27.0,stores,own,2.0,skilled,1.0,none,yes,good
244,no checking,12.0,all paid,retraining,3447.0,500<=X<10000,1<=X<4,4.0,female div/dep/mar,none,3.0,real estate,35.0,stores,own,1.0,unskilled resident,2.0,none,yes,good
245,no checking,24.0,existing paid,business,1258.0,<100,4<=X<7,4.0,male single,none,1.0,real estate,25.0,stores,own,1.0,skilled,1.0,yes,yes,good
246,no checking,12.0,critical/order existing credit,radio/tv,717.0,<100,>=7,4.0,male single,none,4.0,real estate,52.0,stores,own,3.0,skilled,1.0,none,yes,good
247,no checking,6.0,no credits/all paid,new car,1204.0,100<=X<500,1<=X<4,4.0,male single,none,1.0,no known property,35.0,bank,rent,1.0,skilled,1.0,none,no,good
248,>=200,24.0,existing paid,furniture/equipment,1925.0,<100,1<=X<4,2.0,male single,none,2.0,real estate,26.0,stores,own,1.0,skilled,1.0,none,yes,good
249,no checking,18.0,existing paid,radio/tv,433.0,<100,unemployed,3.0,female div/dep/mar,co applicant,4.0,real estate,22.0,stores,rent,1.0,skilled,1.0,none,yes,bad
250,<0,6.0,critical/order existing credit,new car,666.0,>=1000,4<=X<7,3.0,female div/dep/mar,none,4.0,real estate,39.0,stores,own,2.0,unskilled resident,1.0,yes,yes,good
251,>=200,12.0,existing paid,furniture/equipment,2251.0,<100,1<=X<4,1.0,female div/dep/mar,none,2.0,car,46.0,stores,own,1.0,unskilled resident,1.0,none,yes,good
252,0<=X<200,30.0,existing paid,new car,2150.0,<100,1<=X<4,4.0,female div/dep/mar,guarantor,2.0,no known property,24.0,bank,own,1.0,skilled,1.0,none,yes,bad
253,no checking,24.0,delayed previously,furniture/equipment,4151.0,100<=X<500,1<=X<4,2.0,male single,none,3.0,life insurance,35.0,stores,own,2.0,skilled,1.0,none,yes,good
254,0<=X<200,9.0,existing paid,furniture/equipment,2030.0,no known savings,4<=X<7,2.0,male single,none,1.0,car,24.0,stores,own,1.0,skilled,1.0,yes,yes,good
255,0<=X<200,60.0,delayed previously,radio/tv,7418.0,no known savings,1<=X<4,1.0,male single,none,1.0,real estate,27.0,stores,own,1.0,unskilled resident,1.0,none,yes,good
256,no checking,24.0,critical/order existing credit,radio/tv,2684.0,<100,1<=X<4,4.0,male single,none,2.0,real estate,35.0,stores,own,2.0,unskilled resident,1.0,none,yes,good
257,<0,12.0,all paid,radio/tv,2149.0,<100,1<=X<4,4.0,male div/sep,none,1.0,no known property,29.0,stores,for free,1.0,skilled,1.0,none,yes,bad
258,no checking,15.0,existing paid,used car,3812.0,100<=X<500,<1,1.0,female div/dep/mar,none,4.0,car,23.0,stores,own,1.0,skilled,1.0,yes,yes,good
259,no checking,11.0,critical/order existing credit,radio/tv,1154.0,100<=X<500,unemployed,4.0,female div/dep/mar,none,4.0,real estate,57.0,stores,own,3.0,unskilled resident,1.0,none,yes,good
260,<0,12.0,existing paid,furniture/equipment,1657.0,<100,1<=X<4,2.0,male single,none,2.0,real estate,27.0,stores,own,1.0,skilled,1.0,none,yes,good
261,<0,24.0,existing paid,radio/tv,1603.0,<100,>=7,4.0,female div/dep/mar,none,4.0,car,55.0,stores,own,1.0,skilled,1.0,none,yes,good
262,<0,18.0,critical/order existing credit,new car,5302.0,<100,>=7,2.0,male single,none,4.0,no known property,36.0,stores,for free,3.0,high qualif/self emp/mgmt,1.0,yes,yes,good
263,no checking,12.0,critical/order existing credit,education,2748.0,<100,>=7,2.0,female div/dep/mar,none,4.0,no known property,57.0,bank,for free,3.0,unskilled resident,1.0,none,yes,good
264,no checking,10.0,critical/order existing credit,new car,1231.0,<100,>=7,3.0,male single,none,4.0,real estate,32.0,stores,own,2.0,unskilled resident,2.0,none,no,good
265,0<=X<200,15.0,existing paid,radio/tv,802.0,<100,>=7,4.0,male single,none,3.0,car,37.0,stores,own,1.0,skilled,2.0,none,yes,bad
266,no checking,36.0,critical/order existing credit,business,6304.0,no known savings,>=7,4.0,male single,none,4.0,real estate,36.0,stores,own,2.0,skilled,1.0,none,yes,good
267,no checking,24.0,existing paid,radio/tv,1533.0,<100,<1,4.0,female div/dep/mar,none,3.0,car,38.0,,own,1.0,skilled,1.0,yes,yes,good
268,<0,14.0,existing paid,new car,8978.0,<100,>=7,1.0,male div/sep,none,4.0,life insurance,45.0,stores,own,1.0,high qualif/self emp/mgmt,1.0,yes,no,bad
269,no checking,24.0,existing paid,radio/tv,999.0,no known savings,>=7,4.0,male single,none,2.0,car,25.0,stores,own,2.0,skilled,1.0,none,yes,good
270,no checking,18.0,existing paid,new car,2662.0,no known savings,4<=X<7,4.0,male single,none,3.0,life insurance,32.0,stores,own,1.0,skilled,1.0,none,no,good
271,no checking,12.0,critical/order existing credit,furniture/equipment,1402.0,500<=X<10000,4<=X<7,3.0,female div/dep/mar,none,4.0,car,37.0,stores,rent,1.0,skilled,1.0,yes,yes,good
272,0<=X<200,48.0,all paid,new car,12169.0,no known savings,unemployed,4.0,male single,co applicant,4.0,no known property,36.0,stores,for free,1.0,high qualif/self emp/mgmt,1.0,yes,yes,good
273,0<=X<200,48.0,existing paid,radio/tv,3060.0,<100,4<=X<7,4.0,male single,none,4.0,real estate,28.0,stores,own,2.0,skilled,1.0,none,yes,bad
274,<0,30.0,existing paid,repairs,11998.0,<100,<1,1.0,male div/sep,none,1.0,no known property,34.0,stores,own,1.0,unskilled resident,1.0,yes,yes,bad
275,no checking,9.0,existing paid,radio/tv,2697.0,<100,1<=X<4,1.0,male single,none,2.0,real estate,32.0,stores,own,1.0,skilled,2.0,none,yes,good
276,no checking,18.0,critical/order existing credit,radio/tv,2404.0,<100,1<=X<4,2.0,female div/dep/mar,none,2.0,car,26.0,stores,own,2.0,skilled,1.0,none,yes,good
277,<0,12.0,existing paid,furniture/equipment,1262.0,no known savings,>=7,2.0,male div/sep,none,4.0,life insurance,49.0,stores,own,1.0,unskilled resident,1.0,yes,yes,good
278,no checking,6.0,existing paid,furniture/equipment,4611.0,<100,<1,1.0,female div/dep/mar,none,4.0,life insurance,32.0,stores,own,1.0,skilled,1.0,none,yes,bad
279,no checking,24.0,existing paid,radio/tv,1901.0,100<=X<500,1<=X<4,4.0,male single,none,4.0,car,29.0,stores,rent,1.0,high qualif/self emp/mgmt,1.0,yes,yes,good
280,no checking,15.0,critical/order existing credit,used car,3368.0,>=1000,>=7,3.0,male single,none,4.0,no known property,23.0,stores,rent,2.0,skilled,1.0,yes,yes,good
281,no checking,12.0,existing paid,furniture/equipment,1574.0,<100,1<=X<4,4.0,male single,none,2.0,real estate,50.0,stores,own,1.0,skilled,1.0,none,yes,good
282,>=200,18.0,all paid,radio/tv,1445.0,no known savings,4<=X<7,4.0,male single,none,4.0,car,49.0,bank,own,1.0,unskilled resident,1.0,none,yes,good
283,no checking,15.0,critical/order existing credit,furniture/equipment,1520.0,no known savings,>=7,4.0,male single,none,4.0,life insurance,63.0,stores,own,1.0,skilled,1.0,none,yes,good
